,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistId,collectionArtistName,collectionArtistViewUrl,contentAdvisoryRating
49,track,song,14677033,265151761,265155036,Flipper,The Blackest Box: The Ultimate Metallica Tribute,Sad But True,The Blackest Box: The Ultimate Metallica Tribute,Sad But True,https://music.apple.com/us/artist/flipper/14677033?uo=4,https://music.apple.com/us/album/sad-but-true/265151761?i=265155036&uo=4,https://music.apple.com/us/album/sad-but-true/265151761?i=265155036&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4c/ff/92/4cff9257-be2e-d474-cf02-58b2c4404900/mzaf_13665655859622112645.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/6c/80/3b/6c803bb0-8e98-1313-1d9f-e2a996e9d9ad/dj.ytsfdanj.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/6c/80/3b/6c803bb0-8e98-1313-1d9f-e2a996e9d9ad/dj.ytsfdanj.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/v4/6c/80/3b/6c803bb0-8e98-1313-1d9f-e2a996e9d9ad/dj.ytsfdanj.jpg/100x100bb.jpg,23.99,0.99,2003-03-11T12:00:00Z,notExplicit,notExplicit,2,2,14,12,299013,USA,USD,Metal,True,36270.0,Various Artists,,
50,track,song,883718129,1012720709,1012721405,Lullaby Baby Trio,Lullaby Renditions of Metallica,Sad but True,Lullaby Renditions of Metallica,Sad but True,https://music.apple.com/us/artist/lullaby-baby-trio/883718129?uo=4,https://music.apple.com/us/album/sad-but-true/1012720709?i=1012721405&uo=4,https://music.apple.com/us/album/sad-but-true/1012720709?i=1012721405&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4a/c9/fe/4ac9fe15-de8e-08f7-d13d-fb475fca5334/mzaf_13567872145952099351.plus.aac.p.m4a,https://is3-ssl.mzstatic.com/image/thumb/Music7/v4/e2/bf/73/e2bf73ff-fea4-2b9f-c067-a8f2768425bf/859715045956_cover.jpg/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music7/v4/e2/bf/73/e2bf73ff-fea4-2b9f-c067-a8f2768425bf/859715045956_cover.jpg/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music7/v4/e2/bf/73/e2bf73ff-fea4-2b9f-c067-a8f2768425bf/859715045956_cover.jpg/100x100bb.jpg,7.99,0.99,2015-06-22T12:00:00Z,notExplicit,notExplicit,1,1,13,10,322116,USA,USD,Children's Music,True,,,,
51,track,song,159747687,712242754,712243058,Blue Rose,Blue Rose,Sad But True,Blue Rose,Sad But True,https://music.apple.com/us/artist/blue-rose/159747687?uo=4,https://music.apple.com/us/album/sad-but-true/712242754?i=712243058&uo=4,https://music.apple.com/us/album/sad-but-true/712242754?i=712243058&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview71/v4/c7/95/a1/c795a17d-95dd-ec30-a174-82154e514706/mzaf_2589646988953584168.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music/v4/99/cd/e7/99cde70e-8254-7cdd-232f-f887ea9153d0/00015891376851.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music/v4/99/cd/e7/99cde70e-8254-7cdd-232f-f887ea9153d0/00015891376851.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music/v4/99/cd/e7/99cde70e-8254-7cdd-232f-f887ea9153d0/00015891376851.jpg/100x100bb.jpg,9.99,1.29,1972-01-01T12:00:00Z,notExplicit,notExplicit,1,1,10,6,286200,USA,USD,Country,True,,,,
52,track,song,127555521,975341363,975341615,Siege,Drop Dead (30th Anniversary Edition),Sad but True,Drop Dead (30th Anniversary Edition),Sad but True,https://music.apple.com/us/artist/siege/127555521?uo=4,https://music.apple.com/us/album/sad-but-true/975341363?i=975341615&uo=4,https://music.apple.com/us/album/sad-but-true/975341363?i=975341615&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d5/7f/af/d57faf1f-067b-3f0e-3344-0e07aa0b0c89/mzaf_10409864187448990229.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/0d/43/3d/0d433d9b-56ec-25b9-9d5a-06610e9b2cf6/889176698873.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/0d/43/3d/0d433d9b-56ec-25b9-9d5a-06610e9b2cf6/889176698873.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/0d/43/3d/0d433d9b-56ec-25b9-9d5a-06610e9b2cf6/889176698873.jpg/100x100bb.jpg,9.99,0.99,2015-03-01T12:00:00Z,notExplicit,notExplicit,1,1,13,7,97107,USA,USD,Punk,True,,,,
53,track,song,159747687,718862996,718863051,Blue Rose,Country Belles,Sad But True,Country Belles,Sad But True,https://music.apple.com/us/artist/blue-rose/159747687?uo=4,https://music.apple.com/us/album/sad-but-true/718862996?i=718863051&uo=4,https://music.apple.com/us/album/sad-but-true/718862996?i=718863051&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview71/v4/c2/76/0f/c2760f7c-e629-a9fe-82ab-e0f2ecc10321/mzaf_6270675832824706970.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/94/0f/61/940f611e-d3da-3f7f-0f7a-9dd6c3aa45f5/cover.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/94/0f/61/940f611e-d3da-3f7f-0f7a-9dd6c3aa45f5/cover.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/94/0f/61/940f611e-d3da-3f7f-0f7a-9dd6c3aa45f5/cover.jpg/100x100bb.jpg,8.99,0.99,1972-01-01T12:00:00Z,notExplicit,notExplicit,1,1,25,10,286200,USA,USD,Country,True,151566958.0,Various Artists,,
54,track,song,294697516,458247847,458248216,Sweet Little Band,Babies Go Metallica,Sad But True,Babies Go Metallica,Sad But True,https://music.apple.com/us/artist/sweet-little-band/294697516?uo=4,https://music.apple.com/us/album/sad-but-true/458247847?i=458248216&uo=4,https://music.apple.com/us/album/sad-but-true/458247847?i=458248216&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7b/e8/2d/7be82d21-3f2f-e374-1918-1634e2cee487/mzaf_13186370406735079432.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music/28/51/43/mzi.vfivjbop.tif/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/28/51/43/mzi.vfivjbop.tif/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music/28/51/43/mzi.vfivjbop.tif/100x100bb.jpg,9.99,0.99,2011-08-10T12:00:00Z,notExplicit,notExplicit,1,1,14,3,325332,USA,USD,Children's Music,True,,,,
55,track,song,363445329,1542333649,1542334090,Delaney Davidson & Marlon Williams,Sad But True,Demon Claws,Sad But True,Demon Claws,https://music.apple.com/us/artist/delaney-davidson/363445329?uo=4,https://music.apple.com/us/album/demon-claws/1542333649?i=1542334090&uo=4,https://music.apple.com/us/album/demon-claws/1542333649?i=1542334090&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/45/65/3b/45653bd7-1c16-0871-c6da-c2cb0b84c876/mzaf_8386883611239403447.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/100x100bb.jpg,9.99,1.29,2012-11-23T12:00:00Z,notExplicit,notExplicit,1,1,11,5,244162,USA,USD,Country,True,,,,
56,track,song,1218401515,1439390877,1439390882,Dan Vasc,"Cover-Up, Vol. I",Sad But True (feat. Johan Tillgren),"Cover-Up, Vol. I",Sad But True (feat. Johan Tillgren),https://music.apple.com/us/artist/dan-vasc/1218401515?uo=4,https://music.apple.com/us/album/sad-but-true-feat-johan-tillgren/1439390877?i=1439390882&uo=4,https://music.apple.com/us/album/sad-but-true-feat-johan-tillgren/1439390877?i=1439390882&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/65/a6/cf/65a6cf7c-527b-ce5c-8fd5-b145018289dd/mzaf_4952387899689325777.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/75/53/7f/75537f99-680a-a049-0221-c2f98e1d51f4/c30d2b04-c594-4c20-88a0-6e71ec0f841b.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/75/53/7f/75537f99-680a-a049-0221-c2f98e1d51f4/c30d2b04-c594-4c20-88a0-6e71ec0f841b.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/75/53/7f/75537f99-680a-a049-0221-c2f98e1d51f4/c30d2b04-c594-4c20-88a0-6e71ec0f841b.jpg/100x100bb.jpg,9.99,0.99,2018-10-18T12:00:00Z,explicit,notExplicit,1,1,16,2,326557,USA,USD,Rock,True,,,,
57,track,song,1506102652,1507933876,1507933885,Blue Fungus Brew,Hard Enough to Break,Sad but True,Hard Enough to Break,Sad but True,https://music.apple.com/us/artist/blue-fungus-brew/1506102652?uo=4,https://music.apple.com/us/album/sad-but-true/1507933876?i=1507933885&uo=4,https://music.apple.com/us/album/sad-but-true/1507933876?i=1507933885&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/88/b6/5e/88b65e30-db8f-10d9-a7e2-56c1f88ebd28/mzaf_1225214618558373360.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fa/6c/51/fa6c511b-4594-3919-7d18-69f69141cf0a/195079181924.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fa/6c/51/fa6c511b-4594-3919-7d18-69f69141cf0a/195079181924.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fa/6c/51/fa6c511b-4594-3919-7d18-69f69141cf0a/195079181924.jpg/100x100bb.jpg,8.91,0.99,2012-08-31T12:00:00Z,notExplicit,notExplicit,1,1,9,7,224013,USA,USD,Rock,True,,,,
58,track,song,396425343,1581633542,1581634086,Royal Blood,Sad but True - Single,Sad but True,Sad but True - Single,Sad but True,https://music.apple.com/us/artist/royal-blood/396425343?uo=4,https://music.apple.com/us/album/sad-but-true/1581633542?i=1581634086&uo=4,https://music.apple.com/us/album/sad-but-true/1581633542?i=1581634086&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e1/33/0b/e1330ba3-7b7a-be42-4f71-1d141d6fa740/mzaf_16361984265867401641.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/b8/8a/3b/b88a3b98-af89-da08-0e68-32edc055540f/810083960562.png/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/b8/8a/3b/b88a3b98-af89-da08-0e68-32edc055540f/810083960562.png/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/b8/8a/3b/b88a3b98-af89-da08-0e68-32edc055540f/810083960562.png/100x100bb.jpg,1.29,1.29,2021-08-18T12:00:00Z,notExplicit,notExplicit,1,1,1,1,328813,USA,USD,Rock,True,,,,
59,track,song,44716847,44716894,44716880,McLemore Avenue,926 East,"Sad, But True",926 East,"Sad, But True",https://music.apple.com/us/artist/mclemore-avenue/44716847?uo=4,https://music.apple.com/us/album/sad-but-true/44716894?i=44716880&uo=4,https://music.apple.com/us/album/sad-but-true/44716894?i=44716880&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music/b0/4a/94/mzm.umftflvx.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music/y2005/m02/d11/h03/s05.fjmldttx.tif/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music/y2005/m02/d11/h03/s05.fjmldttx.tif/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music/y2005/m02/d11/h03/s05.fjmldttx.tif/100x100bb.jpg,9.99,0.99,2003-01-01T12:00:00Z,notExplicit,notExplicit,1,1,11,7,269373,USA,USD,Blues,True,,,,
60,track,song,202970860,1448774100,1448774102,Boris Brejcha,Fear - Single,Sad But True,Fear - Single,Sad But True,https://music.apple.com/us/artist/boris-brejcha/202970860?uo=4,https://music.apple.com/us/album/sad-but-true/1448774100?i=1448774102&uo=4,https://music.apple.com/us/album/sad-but-true/1448774100?i=1448774102&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d2/71/c1/d271c176-31a2-5b6b-99ff-178ec83e842a/mzaf_13935636071280349345.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/45/91/cd/4591cd51-add0-513a-edbb-113b82eca649/fs015.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/45/91/cd/4591cd51-add0-513a-edbb-113b82eca649/fs015.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/45/91/cd/4591cd51-add0-513a-edbb-113b82eca649/fs015.jpg/100x100bb.jpg,2.97,0.99,2016-09-13T12:00:00Z,notExplicit,notExplicit,1,1,3,2,481920,USA,USD,Electronic,True,,,,
61,track,song,29989,1081524620,1081525576,Larry Carlton,Session Masters,Sad but True,Session Masters,Sad but True,https://music.apple.com/us/artist/larry-carlton/29989?uo=4,https://music.apple.com/us/album/sad-but-true/1081524620?i=1081525576&uo=4,https://music.apple.com/us/album/sad-but-true/1081524620?i=1081525576&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9e/5d/f0/9e5df0af-2e5c-943b-8acb-0c9a2a961ac9/mzaf_18386035498415683914.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music69/v4/df/d5/22/dfd522fd-1999-59d2-e63a-46daa77d09d4/5054227086595.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music69/v4/df/d5/22/dfd522fd-1999-59d2-e63a-46daa77d09d4/5054227086595.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music69/v4/df/d5/22/dfd522fd-1999-59d2-e63a-46daa77d09d4/5054227086595.jpg/100x100bb.jpg,10.99,1.29,2015-12-11T12:00:00Z,notExplicit,notExplicit,1,1,10,10,347987,USA,USD,Fusion,True,,,,
62,track,song,198271209,1581630602,1581630605,St. Vincent,Sad but True - Single,Sad but True,Sad but True - Single,Sad but True,https://music.apple.com/us/artist/st-vincent/198271209?uo=4,https://music.apple.com/us/album/sad-but-true/1581630602?i=1581630605&uo=4,https://music.apple.com/us/album/sad-but-true/1581630602?i=1581630605&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9c/42/29/9c4229b0-c19d-b375-e0ee-7156d46f70dd/mzaf_1931574788125132174.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/ed/e4/a1/ede4a1f5-56d6-2975-39d4-aa6274b3dd11/810083960128.png/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/ed/e4/a1/ede4a1f5-56d6-2975-39d4-aa6274b3dd11/810083960128.png/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/ed/e4/a1/ede4a1f5-56d6-2975-39d4-aa6274b3dd11/810083960128.png/100x100bb.jpg,1.29,1.29,2021-06-29T12:00:00Z,notExplicit,notExplicit,1,1,1,1,252453,USA,USD,Alternative,True,,,,
63,track,song,1039014877,1039013973,1039015138,Anthony Geraci and the Boston Blues All-Stars,Fifty Shades of Blue,"Sad but True (feat. Sugar Ray Norcia, Monster Mike Welch, Michael ""Mudcat"" Ward & Marty Richards)",Fifty Shades of Blue,"Sad but True (feat. Sugar Ray Norcia, Monster Mike Welch, Michael ""Mudcat"" Ward & Marty Richards)",https://music.apple.com/us/artist/anthony-geraci-and-the-boston-blues-all-stars/1039014877?uo=4,https://music.apple.com/us/album/sad-but-true-feat-sugar-ray-norcia-monster-mike-welch/1039013973?i=1039015138&uo=4,https://music.apple.com/us/album/sad-but-true-feat-sugar-ray-norcia-monster-mike-welch/1039013973?i=1039015138&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music49/v4/2e/b4/1a/2eb41abb-087b-6fd4-4d09-774df27485ab/mzaf_6755074675379161934.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music20/v4/0b/7c/0e/0b7c0e03-80a8-353a-c025-874e7a0284aa/mzm.jogkpvke.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music20/v4/0b/7c/0e/0b7c0e03-80a8-353a-c025-874e7a0284aa/mzm.jogkpvke.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music20/v4/0b/7c/0e/0b7c0e03-80a8-353a-c025-874e7a0284aa/mzm.jogkpvke.jpg/100x100bb.jpg,9.99,1.29,2015-10-16T12:00:00Z,notExplicit,notExplicit,1,1,13,3,234973,USA,USD,Electric Blues,True,,,,
64,track,song,47580445,47580562,47580448,Taylor Roberts Music,This Weather,Sad But True,This Weather,Sad But True,https://music.apple.com/us/artist/taylor-roberts-music/47580445?uo=4,https://music.apple.com/us/album/sad-but-true/47580562?i=47580448&uo=4,https://music.apple.com/us/album/sad-but-true/47580562?i=47580448&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music/f6/4a/f9/mzm.smkccevr.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music/y2005/m02/d26/h06/s05.gakknsrx.tif/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music/y2005/m02/d26/h06/s05.gakknsrx.tif/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music/y2005/m02/d26/h06/s05.gakknsrx.tif/100x100bb.jpg,9.99,0.99,2004-05-26T12:00:00Z,notExplicit,notExplicit,1,1,11,2,228267,USA,USD,Rock,True,,,,
65,track,song,399683548,1497239301,1497239307,Lo Key,The Blood of Izu,Sad But True,The Blood of Izu,Sad But True,https://music.apple.com/us/artist/lo-key/399683548?uo=4,https://music.apple.com/us/album/sad-but-true/1497239301?i=1497239307&uo=4,https://music.apple.com/us/album/sad-but-true/1497239301?i=1497239307&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7d/f2/d1/7df2d123-15e6-9da6-cb40-7be86da61e63/mzaf_11690302162830436442.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fe/62/0a/fe620a8a-0aa2-ac70-b2b2-fd71aa50d9d9/428931.jpg/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fe/62/0a/fe620a8a-0aa2-ac70-b2b2-fd71aa50d9d9/428931.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fe/62/0a/fe620a8a-0aa2-ac70-b2b2-fd71aa50d9d9/428931.jpg/100x100bb.jpg,8.91,0.99,2020-01-30T12:00:00Z,explicit,notExplicit,1,1,9,4,257465,USA,USD,Metal,True,,,,
66,track,song,363445329,1542333649,1542334094,Delaney Davidson & Marlon Williams,Sad But True,Heaven For You,Sad But True,Heaven For You,https://music.apple.com/us/artist/delaney-davidson/363445329?uo=4,https://music.apple.com/us/album/heaven-for-you/1542333649?i=1542334094&uo=4,https://music.apple.com/us/album/heaven-for-you/1542333649?i=1542334094&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/6c/27/67/6c27675e-4051-4148-0c11-83a5f6f6562b/mzaf_560599993882299908.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/100x100bb.jpg,9.99,1.29,2012-11-23T12:00:00Z,notExplicit,notExplicit,1,1,11,6,199579,USA,USD,Country,True,,,,
67,track,song,363445329,1542333649,1542334086,Delaney Davidson & Marlon Williams,Sad But True,Bloodletter,Sad But True,Bloodletter,https://music.apple.com/us/artist/delaney-davidson/363445329?uo=4,https://music.apple.com/us/album/bloodletter/1542333649?i=1542334086&uo=4,https://music.apple.com/us/album/bloodletter/1542333649?i=1542334086&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/78/ba/eb/78baebc9-d9b8-4653-d4cd-6312eb32b12a/mzaf_18387485927541783532.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/100x100bb.jpg,9.99,1.29,2012-11-23T12:00:00Z,notExplicit,notExplicit,1,1,11,3,226435,USA,USD,Country,True,,,,
68,track,song,363445329,1542333649,1542333658,Delaney Davidson & Marlon Williams,Sad But True,Travelling Creature,Sad But True,Travelling Creature,https://music.apple.com/us/artist/delaney-davidson/363445329?uo=4,https://music.apple.com/us/album/travelling-creature/1542333649?i=1542333658&uo=4,https://music.apple.com/us/album/travelling-creature/1542333649?i=1542333658&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d4/a0/f6/d4a0f6ff-fc4c-7385-db98-fc2e65ecb120/mzaf_1413420061535091827.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/100x100bb.jpg,9.99,1.29,2012-11-23T12:00:00Z,notExplicit,notExplicit,1,1,11,1,206219,USA,USD,Country,True,,,,
69,track,song,254457565,255479704,255480503,Along Came Betty,Brad Mehldau's Monogrammed Guest Towels,Sad But True,Brad Mehldau's Monogrammed Guest Towels,Sad But True,https://music.apple.com/us/artist/along-came-betty/254457565?uo=4,https://music.apple.com/us/album/sad-but-true/255479704?i=255480503&uo=4,https://music.apple.com/us/album/sad-but-true/255479704?i=255480503&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music/3b/32/6f/mzm.wnktvmsp.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music/17/0d/e6/mzi.bfwibmdp.tif/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/17/0d/e6/mzi.bfwibmdp.tif/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/17/0d/e6/mzi.bfwibmdp.tif/100x100bb.jpg,9.99,0.99,2007-05-10T12:00:00Z,notExplicit,notExplicit,1,1,11,6,413880,USA,USD,Jazz,True,,,,
70,track,song,4579511,4579538,4579524,Headboard,Nothing Is Static,Sad but True,Nothing Is Static,Sad but True,https://music.apple.com/us/artist/headboard/4579511?uo=4,https://music.apple.com/us/album/sad-but-true/4579538?i=4579524&uo=4,https://music.apple.com/us/album/sad-but-true/4579538?i=4579524&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music/63/6e/5e/mzm.icweqowl.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music/y2003/m12/d25/h13/s05.azbeszoi.jpg/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music/y2003/m12/d25/h13/s05.azbeszoi.jpg/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music/y2003/m12/d25/h13/s05.azbeszoi.jpg/100x100bb.jpg,9.99,0.99,2001-01-16T12:00:00Z,notExplicit,notExplicit,1,1,13,7,165373,USA,USD,Rock,True,,,,
71,track,song,363445329,1542333649,1542334098,Delaney Davidson & Marlon Williams,Sad But True,Dr Captain,Sad But True,Dr Captain,https://music.apple.com/us/artist/delaney-davidson/363445329?uo=4,https://music.apple.com/us/album/dr-captain/1542333649?i=1542334098&uo=4,https://music.apple.com/us/album/dr-captain/1542333649?i=1542334098&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2d/34/c2/2d34c2c5-6499-86bb-7491-17d4822e9bd5/mzaf_16668408958272888148.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/15/32/b6/1532b69a-eef0-314f-3c18-15457846c655/20UM1IM10002.rgb.jpg/100x100bb.jpg,9.99,1.29,2012-11-23T12:00:00Z,notExplicit,notExplicit,1,1,11,8,177207,USA,USD,Country,True,,,,
72,track,song,947358303,1489005969,1489006116,The Lounge Kittens,Sequins & C-Bombs,Sad but True,Sequins & C-Bombs,Sad but True,https://music.apple.com/us/artist/the-lounge-kittens/947358303?uo=4,https://music.apple.com/us/album/sad-but-true/1489005969?i=1489006116&uo=4,https://music.apple.com/us/album/sad-but-true/1489005969?i=1489006116&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/af/7d/65/af7d6585-e589-3d05-9a59-ada54256e23e/mzaf_5437506366440141763.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/51/6e/48/516e4888-5059-7ffb-5242-f8ce72dc47c1/840096343304_Cover.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/51/6e/48/516e4888-5059-7ffb-5242-f8ce72dc47c1/840096343304_Cover.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/51/6e/48/516e4888-5059-7ffb-5242-f8ce72dc47c1/840096343304_Cover.jpg/100x100bb.jpg,12.99,1.29,2016-09-16T12:00:00Z,explicit,notExplicit,1,1,15,12,167750,USA,USD,Pop/Rock,True,,,,
